"","publishstate","country","region","year","gho","value","unregion"
"265","Published","Cyprus","Europe",2008,"Proportion of population below the international poverty line of US$1.90 per day (%)",0,NA
"266","Published","Cyprus","Europe",2009,"Proportion of population below the international poverty line of US$1.90 per day (%)",0,NA
"267","Published","Cyprus","Europe",2010,"Proportion of population below the international poverty line of US$1.90 per day (%)",0,NA
"268","Published","Cyprus","Europe",2011,"Proportion of population below the international poverty line of US$1.90 per day (%)",0,NA
"269","Published","Cyprus","Europe",2012,"Proportion of population below the international poverty line of US$1.90 per day (%)",0,NA
"270","Published","Cyprus","Europe",2013,"Proportion of population below the international poverty line of US$1.90 per day (%)",0,NA
"271","Published","Cyprus","Europe",2014,"Proportion of population below the international poverty line of US$1.90 per day (%)",0,NA
"272","Published","Cyprus","Europe",2015,"Proportion of population below the international poverty line of US$1.90 per day (%)",0,NA
"273","Published","Czechia","Europe",2004,"Proportion of population below the international poverty line of US$1.90 per day (%)",0,NA
"274","Published","Czechia","Europe",2005,"Proportion of population below the international poverty line of US$1.90 per day (%)",0,NA
"275","Published","Czechia","Europe",2006,"Proportion of population below the international poverty line of US$1.90 per day (%)",0,NA
"276","Published","Czechia","Europe",2007,"Proportion of population below the international poverty line of US$1.90 per day (%)",0,NA
"277","Published","Czechia","Europe",2008,"Proportion of population below the international poverty line of US$1.90 per day (%)",0,NA
"278","Published","Czechia","Europe",2009,"Proportion of population below the international poverty line of US$1.90 per day (%)",0,NA
"279","Published","Czechia","Europe",2010,"Proportion of population below the international poverty line of US$1.90 per day (%)",0,NA
"280","Published","Czechia","Europe",2011,"Proportion of population below the international poverty line of US$1.90 per day (%)",0,NA
"281","Published","Czechia","Europe",2012,"Proportion of population below the international poverty line of US$1.90 per day (%)",0,NA
"282","Published","Djibouti","Eastern Mediterranean",2013,"Proportion of population below the international poverty line of US$1.90 per day (%)",22.7,NA
"283","Published","Djibouti","Eastern Mediterranean",2017,"Proportion of population below the international poverty line of US$1.90 per day (%)",17.1,NA
"284","Published","Dominican Republic","Americas",2011,"Proportion of population below the international poverty line of US$1.90 per day (%)",2.9,NA
"285","Published","Dominican Republic","Americas",2012,"Proportion of population below the international poverty line of US$1.90 per day (%)",2.6,NA
"286","Published","Dominican Republic","Americas",2013,"Proportion of population below the international poverty line of US$1.90 per day (%)",2.2,NA
"287","Published","Dominican Republic","Americas",2014,"Proportion of population below the international poverty line of US$1.90 per day (%)",2.1,NA
"288","Published","Dominican Republic","Americas",2015,"Proportion of population below the international poverty line of US$1.90 per day (%)",1.8,NA
"289","Published","Dominican Republic","Americas",2016,"Proportion of population below the international poverty line of US$1.90 per day (%)",1.6,NA
"290","Published","Algeria","Africa",2011,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.5,NA
"291","Published","Ecuador","Americas",2000,"Proportion of population below the international poverty line of US$1.90 per day (%)",28.2,NA
"292","Published","Ecuador","Americas",2003,"Proportion of population below the international poverty line of US$1.90 per day (%)",14.5,NA
"293","Published","Ecuador","Americas",2004,"Proportion of population below the international poverty line of US$1.90 per day (%)",15,NA
"294","Published","Ecuador","Americas",2005,"Proportion of population below the international poverty line of US$1.90 per day (%)",12.1,NA
"295","Published","Ecuador","Americas",2006,"Proportion of population below the international poverty line of US$1.90 per day (%)",8.1,NA
"296","Published","Ecuador","Americas",2007,"Proportion of population below the international poverty line of US$1.90 per day (%)",8.5,NA
"297","Published","Ecuador","Americas",2008,"Proportion of population below the international poverty line of US$1.90 per day (%)",7.5,NA
"298","Published","Ecuador","Americas",2009,"Proportion of population below the international poverty line of US$1.90 per day (%)",7.2,NA
"299","Published","Ecuador","Americas",2010,"Proportion of population below the international poverty line of US$1.90 per day (%)",5.6,NA
"300","Published","Ecuador","Americas",2011,"Proportion of population below the international poverty line of US$1.90 per day (%)",4.7,NA
"301","Published","Ecuador","Americas",2012,"Proportion of population below the international poverty line of US$1.90 per day (%)",4.5,NA
"302","Published","Denmark","Europe",2003,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.2,NA
"303","Published","Denmark","Europe",2004,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.2,NA
"304","Published","Denmark","Europe",2005,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.2,NA
"305","Published","Denmark","Europe",2006,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.2,NA
"306","Published","Denmark","Europe",2007,"Proportion of population below the international poverty line of US$1.90 per day (%)",0,NA
"307","Published","Denmark","Europe",2008,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.2,NA
"308","Published","Denmark","Europe",2009,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.5,NA
"309","Published","Denmark","Europe",2010,"Proportion of population below the international poverty line of US$1.90 per day (%)",0,NA
"310","Published","Denmark","Europe",2011,"Proportion of population below the international poverty line of US$1.90 per day (%)",0,NA
"311","Published","Denmark","Europe",2012,"Proportion of population below the international poverty line of US$1.90 per day (%)",0,NA
"312","Published","Denmark","Europe",2013,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.2,NA
"313","Published","Denmark","Europe",2014,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.2,NA
"314","Published","Denmark","Europe",2015,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.2,NA
"315","Published","Dominican Republic","Americas",2000,"Proportion of population below the international poverty line of US$1.90 per day (%)",5.5,NA
"316","Published","Dominican Republic","Americas",2001,"Proportion of population below the international poverty line of US$1.90 per day (%)",3.9,NA
"317","Published","Dominican Republic","Americas",2002,"Proportion of population below the international poverty line of US$1.90 per day (%)",5.6,NA
"318","Published","Dominican Republic","Americas",2003,"Proportion of population below the international poverty line of US$1.90 per day (%)",6.6,NA
"319","Published","Dominican Republic","Americas",2004,"Proportion of population below the international poverty line of US$1.90 per day (%)",8.5,NA
"320","Published","Dominican Republic","Americas",2005,"Proportion of population below the international poverty line of US$1.90 per day (%)",5.6,NA
"321","Published","Dominican Republic","Americas",2006,"Proportion of population below the international poverty line of US$1.90 per day (%)",4.3,NA
"322","Published","Dominican Republic","Americas",2010,"Proportion of population below the international poverty line of US$1.90 per day (%)",2.5,NA
